Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1480,Playing for Keeps,30962335,13103272,17859063,2012.csv,2012,42.32003820125323,57.679961798746774
1481,Rise of the Legend,30932534,0,30932534,2014.csv,2014,0.0,100.0
1482,Billy Lynn's Long Halftime Walk,30930984,1738477,29192507,2016.csv,2016,5.620503376161587,94.3794966238384
1483,Pandora,30896701,0,30896701,2016.csv,2016,0.0,100.0
1484,Gintama 2: Rules are Made to be Broken,30896653,0,30896653,2018.csv,2018,0.0,100.0
1485,African Cats,30857747,15428747,15429000,2011.csv,2011,49.9995900543225,50.000409945677504
1486,Attack on Titan Part 1,30810658,449523,30361135,2015.csv,2015,1.4589853939503663,98.54101460604964
1487,Winter's Tale,30800231,12600231,18200000,2014.csv,2014,40.90953408758525,59.09046591241475
1488,Norm of the North,30734502,17062499,13672003,2016.csv,2016,55.51578157993254,44.48421842006746
1489,Carnage,30722632,2547047,28175585,2011.csv,2011,8.290458317503527,91.70954168249648
1490,A Man Called Ove,30692889,3479315,27213574,2015.csv,2015,11.335899334858963,88.66410066514104
1491,A Wedding Invitation,30665036,14350,30650686,2013.csv,2013,0.04679596658552757,99.95320403341448
1492,When the Bough Breaks,30658387,29747603,910784,2016.csv,2016,97.02925010373181,2.970749896268189
1493,Wild Tales,30642704,3106530,27536174,2014.csv,2014,10.137910805782676,89.86208919421732
1494,The Last Warrior,30618274,0,30618274,2017.csv,2017,0.0,100.0
1495,A Dangerous Method,30519436,5704709,24814727,2011.csv,2011,18.69205250057701,81.307947499423
1496,The Four,30505808,0,30505808,2012.csv,2012,0.0,100.0
1497,What's Your Number?,30426096,14011084,16415012,2011.csv,2011,46.04956219161341,53.95043780838659
1498,S Storm,30381402,0,30381402,2016.csv,2016,0.0,100.0
1499,The Way of the Bug,30355804,0,30355804,2018.csv,2018,0.0,100.0
1500,Nocturnal Animals,30311857,10663357,19648500,2016.csv,2016,35.17883117487655,64.82116882512345
1501,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,30236973,0,30236973,2011.csv,2011,0.0,100.0
1502,Far from the Madding Crowd,30229977,12236500,17993477,2015.csv,2015,40.4780327818311,59.5219672181689
1503,Eternal Moment,30186159,0,30186159,2011.csv,2011,0.0,100.0
1504,The Grand Heist,30158762,0,30158762,2012.csv,2012,0.0,100.0
1505,A Silent Voice: The Movie,30156463,310407,29846056,2016.csv,2016,1.0293216415996798,98.97067835840032
1506,When the Game Stands Tall,30138754,30127963,10791,2014.csv,2014,99.96419560012335,0.03580439987665051
1507,The Rum Diary,30134958,13109815,17025143,2011.csv,2011,43.50367768888213,56.49632231111787
1508,Clergy,30114115,0,30114115,2018.csv,2018,0.0,100.0
1509,My Own Swordsman,30082188,0,30082188,2011.csv,2011,0.0,100.0
1510,My Hero Academia: Heroes Rising,29971229,13304000,16667229,2019.csv,2019,44.38923742499849,55.610762575001516
1511,Reset 2017 Re-release,29949252,108970,29840282,2017.csv,2017,0.36384881999724067,99.63615118000277
1512,Keeping Up with the Joneses,29918745,14904426,15014319,2016.csv,2016,49.816347577413424,50.183652422586576
1513,The Bye Bye Man,29874280,22395806,7478474,2017.csv,2017,74.96684773658143,25.033152263418568
1514,You Are the Apple of My Eye,29843025,0,29843025,2011.csv,2011,0.0,100.0
1515,Draft Day,29824199,28842237,981962,2014.csv,2014,96.70749916871195,3.2925008312880424
1516,The Disaster Artist,29820616,21120616,8700000,2017.csv,2017,70.82555236283517,29.174447637164842
1517,Ice,29806210,0,29806210,2018.csv,2018,0.0,100.0
1518,Jackie,29777777,13960394,15817383,2016.csv,2016,46.88192137378152,53.11807862621847
1519,Torrente 4,29737384,0,29737384,2011.csv,2011,0.0,100.0
1520,The Swindlers,29721916,241916,29480000,2017.csv,2017,0.8139313764294335,99.18606862357056
1521,The Raven,29699345,16008272,13691073,2012.csv,2012,53.901094451746324,46.09890554825367
1522,Masterminds,29674699,17368022,12306677,2016.csv,2016,58.52804774868988,41.471952251310114
1523,Amour,29652180,6739492,22912688,2012.csv,2012,22.72848741643953,77.27151258356047
1524,The Sorcerer and the White Snake,29649716,0,29649716,2011.csv,2011,0.0,100.0
1525,Free Solo,29390279,17541090,11849189,2018.csv,2018,59.68330549022689,40.31669450977311
1526,All About My Wife,29382038,0,29382038,2012.csv,2012,0.0,100.0
1527,Alibi.com,29370592,0,29370592,2017.csv,2017,0.0,100.0
1528,Mr. Holmes,29355203,17737646,11617557,2015.csv,2015,60.42419805443008,39.57580194556992
1529,Rowdy Rathore,29342463,777373,28565090,2012.csv,2012,2.649310659435781,97.35068934056422
1530,Sword Art Online the Movie: Ordinal Scale,29322339,1522976,27799363,2017.csv,2017,5.193910349375607,94.80608965062439
1531,Silent Witness,29315945,0,29315945,2013.csv,2013,0.0,100.0
1532,Big Eyes,29253166,14482031,14771135,2014.csv,2014,49.5058586137309,50.4941413862691
1533,Fall In Love At First Kiss,29206238,0,29206238,2019.csv,2019,0.0,100.0
1534,Dark Figure of Crime,29176133,0,29176133,2018.csv,2018,0.0,100.0
1535,Flight Crew,29171110,0,29171110,2016.csv,2016,0.0,100.0
1536,Unfair: The Answer,29166054,0,29166054,2011.csv,2011,0.0,100.0
1537,Viking,29161298,0,29161298,2016.csv,2016,0.0,100.0
1538,Dragon,29140858,0,29140858,2011.csv,2011,0.0,100.0
1539,Special ID,29139936,12666,29127270,2013.csv,2013,0.04346612154535961,99.95653387845465
1540,The Fatal Encounter,29060186,0,29060186,2014.csv,2014,0.0,100.0
1541,Pad Man,29045020,1670192,27374828,2018.csv,2018,5.750355826919726,94.24964417308027
1542,SPEC: Heaven,29023960,0,29023960,2012.csv,2012,0.0,100.0
1543,Recep Ivedik 5,28952258,0,28952258,2017.csv,2017,0.0,100.0
1544,M.S. Dhoni: The Untold Story,28903047,1801550,27101497,2016.csv,2016,6.233079854867897,93.7669201451321
1545,We Were There: True Love,28876929,0,28876929,2012.csv,2012,0.0,100.0
1546,Kokowääh 2,28811936,0,28811936,2013.csv,2013,0.0,100.0
1547,Bol Bachchan,28775262,1216258,27559004,2012.csv,2012,4.226748656536993,95.773251343463
1548,Mirai,28756961,812794,27944167,2018.csv,2018,2.826425226226095,97.17357477377391
1549,Judwaa 2,28733523,1431255,27302268,2017.csv,2017,4.981133013170713,95.01886698682928
1550,Yolki 2,28719002,0,28719002,2011.csv,2011,0.0,100.0
1551,The Suspect,28674130,218693,28455437,2013.csv,2013,0.7626839942484741,99.23731600575152
1552,The Fortress,28645448,252895,28392553,2017.csv,2017,0.8828453302598025,99.11715466974019
1553,Love & Mercy,28641776,12551031,16090745,2015.csv,2015,43.820714888629816,56.17928511137019
1554,Maya the Bee Movie,28638603,0,28638603,2014.csv,2014,0.0,100.0
1555,The Four 2,28599970,0,28599970,2013.csv,2013,0.0,100.0
1556,Pokémon the Movie: Diancie and the Cocoon of Destruction,28595105,0,28595105,2014.csv,2014,0.0,100.0
1557,Flying Colors,28525563,0,28525563,2015.csv,2015,0.0,100.0
1558,Deranged,28444173,0,28444173,2012.csv,2012,0.0,100.0
1559,The Kiyosu Conference,28338665,0,28338665,2013.csv,2013,0.0,100.0
1560,I Give It a Year,28328531,34657,28293874,2013.csv,2013,0.12233955936507969,99.87766044063491
1561,Gully Boy,28299498,5566534,22732964,2019.csv,2019,19.670080366796615,80.32991963320339
1562,The Master,28258060,16377274,11880786,2012.csv,2012,57.956115883397516,42.043884116602484
1563,Fan,28240000,2300000,25940000,2016.csv,2016,8.144475920679886,91.85552407932012
1564,"Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!",28110245,0,28110245,2016.csv,2016,0.0,100.0
1565,Triumph in the Skies,28085162,0,28085162,2015.csv,2015,0.0,100.0
1566,Welcome to Germany,28036021,0,28036021,2016.csv,2016,0.0,100.0
1567,Your Highness,28013733,21596445,6417288,2011.csv,2011,77.09234967007075,22.907650329929254
1568,Mandela: Long Walk to Freedom,27985788,8323085,19662703,2013.csv,2013,29.740398948208995,70.259601051791
1569,The Brothers Grimsby,27979040,6874837,21104203,2016.csv,2016,24.571382720779557,75.42861727922045
1570,What Happened to Monday,27975429,0,27975429,2017.csv,2017,0.0,100.0
1571,The 33,27972023,12227722,15744301,2015.csv,2015,43.71411392018375,56.28588607981625
1572,The Divine Move,27926871,136707,27790164,2014.csv,2014,0.48951778378608907,99.51048221621392
1573,Monster Family,27890108,127259,27762849,2017.csv,2017,0.4562872255639885,99.54371277443602
1574,The Beguiled,27869129,10709995,17159134,2017.csv,2017,38.42960072415611,61.57039927584389
1575,When Larry Meets Mary,27863090,0,27863090,2016.csv,2016,0.0,100.0
1576,Dark Skies,27858103,17418667,10439436,2013.csv,2013,62.526393128778366,37.473606871221634
1577,Love Strikes!,27707149,0,27707149,2011.csv,2011,0.0,100.0
1578,Kim Ji-young: Born 1982,27696393,0,27696393,2019.csv,2019,0.0,100.0
1579,Default,27694043,203775,27490268,2018.csv,2018,0.7358080580722721,99.26419194192772
1580,Nebraska,27682872,17654912,10027960,2013.csv,2013,63.77557935462765,36.22442064537235
1581,Bride Wars,27670000,0,27670000,2015.csv,2015,0.0,100.0
1582,One Cut of the Dead,27590180,52406,27537774,2018.csv,2018,0.18994439325876092,99.81005560674124
1583,Nicholas on Holiday,27567832,0,27567832,2014.csv,2014,0.0,100.0
1584,The Women on the 6th Floor,27533970,719823,26814147,2011.csv,2011,2.6143087974600103,97.38569120253999
1585,Grace of Monaco,27515247,0,27515247,2014.csv,2014,0.0,100.0
1586,The Happytime Murders,27506452,20706452,6800000,2018.csv,2018,75.27852737968533,24.72147262031468
1587,The Incredible Burt Wonderstone,27437881,22537881,4900000,2013.csv,2013,82.14147805364416,17.858521946355843
1588,Yesterday Once More,27411872,0,27411872,2016.csv,2016,0.0,100.0
1589,Left Behind,27405896,14019924,13385972,2014.csv,2014,51.15659783573578,48.84340216426422
1590,Irrational Man,27391084,4030360,23360724,2015.csv,2015,14.714131065422603,85.28586893457741
1591,Detective K: Secret of the Lost Island,27387870,185367,27202503,2015.csv,2015,0.6768215271943382,99.32317847280567
1592,Gorko!,27369902,0,27369902,2013.csv,2013,0.0,100.0
1593,Midnight Sun,27365467,9561064,17804403,2018.csv,2018,34.93842805606058,65.06157194393943
1594,Pokémon: Mewtwo Strikes Back - Evolution,27347118,0,27347118,2019.csv,2019,0.0,100.0
1595,To the Fore,27267799,0,27267799,2015.csv,2015,0.0,100.0
1596,American Ultra,27262374,14440985,12821389,2015.csv,2015,52.970386951627916,47.029613048372084
1597,VIP Policeman,27222681,0,27222681,2018.csv,2018,0.0,100.0
1598,Khumba,27187375,1029,27186346,2013.csv,2013,0.0037848449877930478,99.99621515501221
1599,Joy of Fatherhood,27088817,0,27088817,2014.csv,2014,0.0,100.0
1600,My Neighbor Totoro 2018 Re-release,27083857,1144649,25939208,2018.csv,2018,4.2263145902742,95.7736854097258
1601,Hitchcock,27039669,6008677,21030992,2012.csv,2012,22.221710628188532,77.77828937181147
1602,Almost a Comedy,26990962,0,26990962,2019.csv,2019,0.0,100.0
1603,Letters to Santa,26923513,0,26923513,2011.csv,2011,0.0,100.0
1604,Total Dhamaal,26911995,2167632,24744363,2019.csv,2019,8.05451992689505,91.94548007310495
1605,You're Next,26895481,18494006,8401475,2013.csv,2013,68.76250326216513,31.23749673783488
1606,Mr. Go,26835201,0,26835201,2013.csv,2013,0.0,100.0
1607,CHIPS,26800152,18600152,8200000,2017.csv,2017,69.40315860895117,30.59684139104883
1608,The Faces of My Gene,26796279,0,26796279,2018.csv,2018,0.0,100.0
1609,Dearest,26723916,0,26723916,2012.csv,2012,0.0,100.0
1610,Architecture 101,26642354,0,26642354,2012.csv,2012,0.0,100.0
1611,A Cure for Wellness,26620002,8106986,18513016,2017.csv,2017,30.45449057441844,69.54550942558157
1612,A Monster in Paris,26611650,0,26611650,2011.csv,2011,0.0,100.0
1613,Missing Link,26565710,16649539,9916171,2019.csv,2019,62.67304355878311,37.32695644121689
1614,No Manches Frida 2,26493648,9270920,17222728,2019.csv,2019,34.99299152762957,65.00700847237043
1615,A Hard Day,26488847,19004,26469843,2014.csv,2014,0.07174340204388661,99.9282565979561
1616,The Break Up Man,26477012,0,26477012,2013.csv,2013,0.0,100.0
1617,The Way Way Back,26474920,21506546,4968374,2013.csv,2013,81.23365811870254,18.766341881297468
1618,We Are the Nobles,26433651,0,26433651,2013.csv,2013,0.0,100.0
1619,Ivan Tsarevich & the Grey Wolf,26420475,0,26420475,2011.csv,2011,0.0,100.0
1620,Dancing Queen,26411266,0,26411266,2012.csv,2012,0.0,100.0
1621,Only the Brave,26351322,18343983,8007339,2017.csv,2017,69.61314123063731,30.38685876936269
1622,Twenty Two,26289378,46796,26242582,2017.csv,2017,0.17800345067121784,99.82199654932879
1623,Orange,26261536,0,26261536,2015.csv,2015,0.0,100.0
1624,Aloha,26250020,21067116,5182904,2015.csv,2015,80.25561885286182,19.744381147138174
1625,The Stolen Years,26249553,0,26249553,2013.csv,2013,0.0,100.0
1626,Apollo 18,26236153,17687709,8548444,2011.csv,2011,67.41731152429246,32.58268847570755
1627,The Confidence Man JP,26228317,0,26228317,2019.csv,2019,0.0,100.0
1628,One Night Surprise,26220159,0,26220159,2013.csv,2013,0.0,100.0
1629,Lesson of the Evil,26167224,0,26167224,2012.csv,2012,0.0,100.0
1630,The Zookeeper's Wife,26152835,17571660,8581175,2017.csv,2017,67.18835644395722,32.811643556042775
1631,Badrinath Ki Dulhania,26134309,1993259,24141050,2017.csv,2017,7.6269818344919695,92.37301816550803
1632,Badhaai Ho,26125610,0,26125610,2018.csv,2018,0.0,100.0
1633,Top Five,26117471,25317471,800000,2014.csv,2014,96.93691628871723,3.0630837112827654
1634,Hichki,26055222,330279,25724943,2018.csv,2018,1.2676115367583511,98.73238846324165
1635,Platinum Data,26052718,0,26052718,2013.csv,2013,0.0,100.0
1636,Iceman,26033917,7679,26026238,2014.csv,2014,0.02949613767302093,99.97050386232698
1637,Agneepath,26001696,1986748,24014948,2012.csv,2012,7.640840043664844,92.35915995633516
1638,The Light Between Oceans,25975621,12545979,13429642,2016.csv,2016,48.299053177592945,51.700946822407055
1639,A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,25960664,0,25960664,2017.csv,2017,0.0,100.0
1640,Love Off the Cuff,25959989,0,25959989,2017.csv,2017,0.0,100.0
1641,The Confidence Man JP: The Movie,25958189,0,25958189,2019.csv,2019,0.0,100.0
1642,White Boy Rick,25957482,24011188,1946294,2018.csv,2018,92.5019922964793,7.498007703520704
1643,Meet Miss Anxiety,25948636,0,25948636,2014.csv,2014,0.0,100.0
1644,"Paul, Apostle of Christ",25915966,17560475,8355491,2018.csv,2018,67.75929170458087,32.240708295419125
1645,Huevos: Little Rooster's Egg-cellent Adventure,25892561,9080818,16811743,2015.csv,2015,35.07114649647827,64.92885350352172
1646,Gekijouban SPEC: Kurôzu - Zen no hen,25860404,0,25860404,2013.csv,2013,0.0,100.0
1647,Dügün Dernek 2: Sünnet,25836668,0,25836668,2015.csv,2015,0.0,100.0
1648,Unbeatable,25816154,0,25816154,2013.csv,2013,0.0,100.0
1649,Rust and Bone,25807712,2062027,23745685,2012.csv,2012,7.989964395138942,92.01003560486106
1650,Our Idiot Brother,25804448,24816118,988330,2011.csv,2011,96.16992388289026,3.8300761171097326
1651,"The Gangster, the Cop, the Devil",25775371,216494,25558877,2019.csv,2019,0.8399258346271717,99.16007416537282
1652,Man on the Edge,25774679,0,25774679,2013.csv,2013,0.0,100.0
1653,A Beautiful Planet,25730120,15650615,10079505,2016.csv,2016,60.82604744944835,39.17395255055165
1654,Champions,25703987,0,25703987,2018.csv,2018,0.0,100.0
1655,Fireworks,25672406,525280,25147126,2017.csv,2017,2.0460879280266915,97.9539120719733
1656,Father Figures,25601244,17501244,8100000,2017.csv,2017,68.36091246191005,31.639087538089942
1657,"Love, Rosie",25574387,20431,25553956,2014.csv,2014,0.07988852284123173,99.92011147715877
1658,Mr. Donkey,25537759,356255,25181504,2016.csv,2016,1.3950127730471573,98.60498722695284
1659,Look Who's Back,25513752,0,25513752,2015.csv,2015,0.0,100.0
1660,Money,25403753,0,25403753,2017.csv,2017,0.0,100.0
1661,Head Over Heels 2,25402893,0,25402893,2012.csv,2012,0.0,100.0
1662,Keys To The Heart,25375866,75134,25300732,2018.csv,2018,0.29608447648643793,99.70391552351356
1663,Serial Teachers 2,25364150,0,25364150,2015.csv,2015,0.0,100.0
1664,A Haunted House 2,25358716,17329486,8029230,2014.csv,2014,68.33739531607199,31.662604683928002
1665,And So It Goes,25312387,15160801,10151586,2014.csv,2014,59.89478985130877,40.105210148691235
1666,Bodies at Rest,25293853,0,25293853,2019.csv,2019,0.0,100.0
1667,Enough Said,25288872,17550872,7738000,2013.csv,2013,69.40156128751018,30.598438712489827
1668,On the Other Side of the Tracks,25109572,9572,25100000,2012.csv,2012,0.03812092057961004,99.96187907942038
1669,Born in China,25081168,13873211,11207957,2016.csv,2016,55.31325734112542,44.68674265887458
1670,Race,25070261,19206207,5864054,2016.csv,2016,76.60952153629353,23.39047846370646
1671,Herutâ sukerutâ,25066699,0,25066699,2012.csv,2012,0.0,100.0
1672,The Last Exorcism Part II,25051865,15179302,9872563,2013.csv,2013,60.591504864009124,39.408495135990876
1673,Call of Heroes,25040561,0,25040561,2016.csv,2016,0.0,100.0
1674,Free State of Jones,25035950,20810036,4225914,2016.csv,2016,83.12061655339622,16.879383446603786
1675,The Last Tycoon,25009914,0,25009914,2012.csv,2012,0.0,100.0
1676,"Me, Myself and Mum",24991467,0,24991467,2013.csv,2013,0.0,100.0
1677,Whiskey Tango Foxtrot,24972139,23083334,1888805,2016.csv,2016,92.4363507667485,7.563649233251504
1678,Booksmart,24959607,22680962,2278645,2019.csv,2019,90.87066955821861,9.129330441781395
1679,Housefull 2,24922847,1791780,23131067,2012.csv,2012,7.189307064317331,92.81069293568267
1680,Wild City,24817852,34866,24782986,2015.csv,2015,0.14048758127818636,99.85951241872182
1681,Eyyvah Eyvah 2,24792348,0,24792348,2011.csv,2011,0.0,100.0
1682,Big Miracle,24719215,20157300,4561915,2012.csv,2012,81.5450652458017,18.4549347541983
1683,Super 30,24701637,2269878,22431759,2019.csv,2019,9.189180457959123,90.81081954204087
1684,Soulmate,24684439,0,24684439,2016.csv,2016,0.0,100.0
1685,Drug War,24676341,128195,24548146,2013.csv,2013,0.5195057079167451,99.48049429208325
1686,Ready,24663361,955148,23708213,2011.csv,2011,3.872740621199195,96.1272593788008
1687,The Death of Stalin,24646055,8047856,16598199,2017.csv,2017,32.65372896392547,67.34627103607454
1688,The Snow Queen 3: Fire and Ice,24644317,0,24644317,2016.csv,2016,0.0,100.0
1689,Sparkle,24637800,24397469,240331,2012.csv,2012,99.02454358749564,0.9754564125043632
1690,The Players,24629152,10854,24618298,2012.csv,2012,0.044069726801799755,99.9559302731982
1691,Liar Game: Reborn,24549726,0,24549726,2012.csv,2012,0.0,100.0
1692,God's Not Dead 2,24487848,20774575,3713273,2016.csv,2016,84.83626245964938,15.163737540350628
1693,Skyfire,24444590,1105,24443485,2019.csv,2019,0.004520427628362758,99.99547957237164
1694,The Tale of The Princess Kaguya,24434485,703232,23731253,2013.csv,2013,2.8780307831329366,97.12196921686707
1695,The 8-Year Engagement,24425963,0,24425963,2017.csv,2017,0.0,100.0
1696,Stan & Ollie,24420923,5470235,18950688,2018.csv,2018,22.399788083357866,77.60021191664214
1697,The Witch: Part 1 - The Subversion,24340302,0,24340302,2018.csv,2018,0.0,100.0
1698,The Great Beauty,24271739,2852400,21419339,2013.csv,2013,11.751939158541544,88.24806084145845
1699,Trance,24261569,2328743,21932826,2013.csv,2013,9.598484747626998,90.401515252373
1700,The Accidental Detective 2: In Action,24243825,179045,24064780,2018.csv,2018,0.7385179525095565,99.26148204749045
1701,Camping 3,24224579,0,24224579,2016.csv,2016,0.0,100.0
1702,Jolly LLB 2,24214186,1654254,22559932,2017.csv,2017,6.831755566757438,93.16824443324256
1703,The Railway Man,24174885,4438438,19736447,2013.csv,2013,18.359706778336278,81.64029322166371
1704,The Founder,24121245,12786053,11335192,2016.csv,2016,53.00743390318369,46.99256609681631
1705,Out of Inferno,24109886,0,24109886,2013.csv,2013,0.0,100.0
1706,Start-Up,24106579,0,24106579,2019.csv,2019,0.0,100.0
1707,Bad Santa 2,24079268,17782178,6297090,2016.csv,2016,73.84849904905747,26.15150095094253
1708,Kung Fu Jungle,24070765,129784,23940981,2014.csv,2014,0.5391768811668428,99.46082311883315
1709,I Can Speak,24024444,63239,23961205,2017.csv,2017,0.2632277358843351,99.73677226411567
1710,Bring Happiness Home,23980000,0,23980000,2013.csv,2013,0.0,100.0
1711,I Want You,23961214,0,23961214,2012.csv,2012,0.0,100.0
1712,Türkisch für Anfänger,23952712,0,23952712,2012.csv,2012,0.0,100.0
1713,Killing for the Prosecution,23929620,0,23929620,2018.csv,2018,0.0,100.0
1714,Pinocchio,23889592,1831718,22057874,2019.csv,2019,7.667431072075237,92.33256892792477
1715,Spirits' Homecoming,23857217,125616,23731601,2016.csv,2016,0.5265324953870353,99.47346750461297
1716,Silence,23834809,7100177,16734632,2016.csv,2016,29.78910802264033,70.21089197735967
1717,Wanderlust,23812816,17450535,6362281,2012.csv,2012,73.28211413551425,26.717885864485748
1718,"Little Brother, Big Trouble: A Christmas Adventure",23785681,0,23785681,2012.csv,2012,0.0,100.0
1719,Pokémon the Movie: The Power of Us,23740788,789170,22951618,2018.csv,2018,3.3241103875743296,96.67588961242566
1720,The Peanut Butter Falcon,23712090,20457151,3254939,2019.csv,2019,86.2730826342174,13.726917365782604
1721,To the Arctic 3D,23695388,14560838,9134550,2012.csv,2012,61.450093157368855,38.549906842631145
1722,Little White Lies 2,23623665,0,23623665,2019.csv,2019,0.0,100.0
1723,Kevin Hart: What Now?,23591043,23591043,0,2016.csv,2016,100.0,0.0
1724,No manches Frida,23540937,11528613,12012324,2016.csv,2016,48.972617360133114,51.02738263986688
1725,Wish Upon,23468586,14301505,9167081,2017.csv,2017,60.938929171105585,39.06107082889442
1726,Ossan's Love: Love or Dead,23422744,0,23422744,2019.csv,2019,0.0,100.0
1727,Only Cloud Knows,23410836,0,23410836,2019.csv,2019,0.0,100.0
1728,In His Chart,23384864,0,23384864,2011.csv,2011,0.0,100.0
1729,Detroit,23355100,16790139,6564961,2017.csv,2017,71.89067484189748,28.10932515810251
1730,Middle School: The Worst Years of My Life,23316139,20007149,3308990,2016.csv,2016,85.80815631610362,14.191843683896376
1731,Warrior,23308615,13657115,9651500,2011.csv,2011,58.592563307601075,41.407436692398925
1732,Triple 9,23177948,12639297,10538651,2016.csv,2016,54.53156163781194,45.46843836218806
1733,Hoodwinked Too! Hood vs. Evil,23167844,10143779,13024065,2011.csv,2011,43.78387130023838,56.21612869976161
1734,Rock Dog,23157646,9420546,13737100,2016.csv,2016,40.68006739545116,59.31993260454884
1735,The Guernsey Literary and Potato Peel Pie Society,23148937,0,23148937,2018.csv,2018,0.0,100.0
1736,The Crimes That Bind,23144130,0,23144130,2018.csv,2018,0.0,100.0
1737,New Happy Dad and Son 3: Adventure in Russia,23130469,0,23130469,2018.csv,2018,0.0,100.0
1738,Dark Waters,23108017,11136084,11971933,2019.csv,2019,48.19143070562914,51.80856929437086
1739,The Farewell,23076657,17695781,5380876,2019.csv,2019,76.68260181706562,23.317398182934383
1740,The Choice,23064015,18730891,4333124,2016.csv,2016,81.21262061267304,18.78737938732697
1741,Padmaavat,22991060,11846060,11145000,2018.csv,2018,51.524636097683185,48.475363902316815
1742,Hotaru the Movie: It's Only a Little Light in My Life,22975341,0,22975341,2012.csv,2012,0.0,100.0
1743,Penny Pincher!,22955486,0,22955486,2016.csv,2016,0.0,100.0
1744,Young Adult,22939027,16311571,6627456,2011.csv,2011,71.10838223434673,28.891617765653265
1745,Andalucia: Revenge of the Goddess,22929221,0,22929221,2011.csv,2011,0.0,100.0
1746,A Separation,22926076,7099055,15827021,2011.csv,2011,30.964980662194435,69.03501933780556
1747,Hot Road,22916313,0,22916313,2014.csv,2014,0.0,100.0
1748,Baggage Claim,22871096,21569509,1301587,2013.csv,2013,94.30903092707057,5.69096907292943
1749,Qualunquemente,22862029,0,22862029,2011.csv,2011,0.0,100.0
1750,Won't You Be My Neighbor?,22844741,22835787,8954,2018.csv,2018,99.96080498351897,0.03919501648103605
1751,Kon-Tiki,22842887,1517410,21325477,2012.csv,2012,6.642811830220935,93.35718816977906
1752,The Knight of Shadows: Between Yin and Yang,22774256,0,22774256,2019.csv,2019,0.0,100.0
1753,Extraordinary Mission,22757764,54174,22703590,2017.csv,2017,0.23804623336457836,99.76195376663543
1754,Black and Blue,22741061,22055313,685748,2019.csv,2019,96.98453823240702,3.01546176759299
1755,Fading Gigolo,22706304,3769873,18936431,2014.csv,2014,16.60275930420028,83.39724069579972
1756,Fall in Love Like a Star,22640355,0,22640355,2012.csv,2012,0.0,100.0
1757,Friends: Naki on the Monster Island,22537428,0,22537428,2011.csv,2011,0.0,100.0
1758,Europe Raiders,22435156,0,22435156,2018.csv,2018,0.0,100.0
1759,Late Night,22386555,15499454,6887101,2019.csv,2019,69.23554785450463,30.764452145495362
1760,Mojin: The Worm Valley,22381583,101516,22280067,2018.csv,2018,0.4535693476194244,99.54643065238058
1761,Les Misérables,22342519,330181,22012338,2019.csv,2019,1.477814565134755,98.52218543486525
1762,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,22313925,0,22313925,2011.csv,2011,0.0,100.0
1763,Gooische vrouwen,22194574,0,22194574,2011.csv,2011,0.0,100.0
1764,Upside Down,22187813,105095,22082718,2012.csv,2012,0.4736609236791386,99.52633907632085
1765,Unbowed,22132903,0,22132903,2012.csv,2012,0.0,100.0
1766,The Glass Castle,22088533,17273059,4815474,2017.csv,2017,78.19921313923382,21.800786860766173
1767,Stree,22075730,0,22075730,2018.csv,2018,0.0,100.0
1768,A Rainy Day in New York,22002504,0,22002504,2019.csv,2019,0.0,100.0
1769,Leap! 2017 Re-release,21929861,21858070,71791,2017.csv,2017,99.67263358395203,0.32736641604796307
1770,The Immature,21858834,0,21858834,2011.csv,2011,0.0,100.0
1771,Pleasant Goat and Big Big Wolf 3,21847806,0,21847806,2011.csv,2011,0.0,100.0
1772,Confession of Murder,21701525,0,21701525,2012.csv,2012,0.0,100.0
1773,StreetDance 2 2012 Re-release,21638853,0,21638853,2012.csv,2012,0.0,100.0
1774,Épouse-moi mon pote,21571464,0,21571464,2017.csv,2017,0.0,100.0
1775,Quick,21561934,0,21561934,2011.csv,2011,0.0,100.0
1776,2012 2012 Re-release,21538353,0,21538353,2012.csv,2012,0.0,100.0
1777,K-On! The Movie,21434003,0,21434003,2011.csv,2011,0.0,100.0
1778,Crazy Romance,21386368,0,21386368,2019.csv,2019,0.0,100.0
1779,Shaft,21360215,21360215,0,2019.csv,2019,100.0,0.0
1780,Unplanned,21354152,19005109,2349043,2019.csv,2019,88.99959595679566,11.00040404320434
1781,Hotel Mumbai,21314816,9651611,11663205,2019.csv,2019,45.28123067072219,54.71876932927782
1782,Integrity,21290004,0,21290004,2019.csv,2019,0.0,100.0
1783,The Prison,21205329,207481,20997848,2017.csv,2017,0.9784380143312088,99.0215619856688
1784,Red Dog,21185162,0,21185162,2011.csv,2011,0.0,100.0
1785,Beasts of the Southern Wild,21107746,12795746,8312000,2012.csv,2012,60.62109142302546,39.37890857697454
1786,The Secret Mission,21083522,0,21083522,2019.csv,2019,0.0,100.0
1787,Vicky and the Treasure of the Gods,20796153,0,20796153,2011.csv,2011,0.0,100.0
1788,The Front Line,20629645,11018,20618627,2011.csv,2011,0.05340857780150846,99.9465914221985
